CHPProbeSetName	H_ARP1-0h	H_ARP1-2h	H_ARP1-4h	H_ARP1-6h	H_ARP1-8h	H_ARP1-10h	H_ARP1-012h		med£¨£©			B-J	C-J	D-J	E-J	F-J	G-J	H-J			mad()			B-J	C-J	D-J	E-J	F-J	G-J	H-J			U1=(x-med)/9*mad	U2	U3	U4	U5	U6	U7		W1	W2	W3	W4	W5	W6	W7			Z1	Z2	Z3	Z4	Z5	Z6	Z7
217408_at	72.2	96.6	59.4	61	134.7	61.5	69.5		69.5			2.7	27.1	10.1	8.5	65.2	8	0			8.5			2.7	27.1	-10.1	-8.5	65.2	-8	0			0.035294118	0.354248366	-0.132026144	-0.111111111	0.852287582	-0.104575163	0		0.962303959	0.493847866	0.837978442	0.867076496	0.011057778	0.875947257	1			2.59822069	13.38327718	-8.463582268	-7.370150216	0.720967102	-7.007578054	0
217416_x_at	24.1	17.1	14.8	13.8	34.4	24.8	26.9		24.1			0	7	9.3	10.3	10.3	0.7	2.8			7			0	-7	-9.3	-10.3	10.3	0.7	2.8			0	-0.111111111	-0.147619048	-0.163492063	0.163492063	0.011111111	0.044444444		1	0.867076496	0.815636597	0.792386464	0.792386464	0.988644734	0.95178425			0	-6.069535472	-7.585420354	-8.161580579	8.161580579	0.692051314	2.664995901
217427_s_at	425.9	601.7	399.4	373.7	673.6	312.6	291		399.4			26.5	202.3	0	25.7	274.2	86.8	108.4			86.8			26.5	202.3	0	-25.7	274.2	-86.8	-108.4			0.033922171	0.258960573	0	-0.032898105	0.350998464	-0.111111111	-0.138760881		0.96385575	0.644982906	1	0.965009667	0.498938348	0.867076496	0.828392815			25.54217738	130.4800419	0	-24.80074845	136.8088949	-75.26223985	-89.79778117
217437_s_at	142.8	177.2	121.7	141.4	211.4	83.2	112.3		141.4			1.4	35.8	19.7	0	70	58.2	29.1			29.1			1.4	35.8	-19.7	0	70	-58.2	-29.1			0.005345552	0.136693394	-0.075219549	0	0.267277587	-0.222222222	-0.111111111		0.994597604	0.831346101	0.914345276	1	0.631774273	0.70285695	0.867076496			1.392436646	29.76219043	-18.01260194	0	44.22419912	-40.90627447	-25.23192603
217445_s_at	66.3	77.8	43.7	61.1	87	37.6	45.1		61.1			5.2	16.7	17.4	0	25.9	23.5	16			16.7			5.2	16.7	-17.4	0	25.9	-23.5	-16			0.034597472	0.111111111	-0.115768463	0	0.172322023	-0.156353959	-0.106453759		0.963092766	0.867076496	0.860688827	1	0.779252216	0.802901745	0.873408941			5.008082385	14.48017748	-14.97598559	0	20.18263239	-18.868191	-13.97454306
217446_x_at	86	91.4	62	64.3	92.6	92	71.4		86			0	5.4	24	21.7	6.6	6	14.6			6.6			0	5.4	-24	-21.7	6.6	6	-14.6			0	0.090909091	-0.404040404	-0.365319865	0.111111111	0.101010101	-0.245791246		1	0.894126705	0.417262795	0.4765775	0.867076496	0.880738625	0.665832909			0	4.828284207	-10.01430707	-10.34173175	5.722704873	5.28443175	-9.721160468
217448_s_at	38.7	28.9	15.8	26.5	28.2	15.4	25.8		26.5			12.2	2.4	10.7	0	1.7	11.1	0.7			2.4			12.2	2.4	-10.7	0	1.7	-11.1	-0.7			0.564814815	0.111111111	-0.49537037	0	0.078703704	-0.513888889	-0.032407407		0.201812566	0.867076496	0.287353032	1	0.909918124	0.263265922	0.965561251			2.462113309	2.08098359	-3.074677439	0	1.54686081	-2.922251736	-0.675892876
217456_x_at	322.4	343.8	243.1	230.2	290.7	221	229.5		243.1			79.3	100.7	0	12.9	47.6	22.1	13.6			22.1			79.3	100.7	0	-12.9	47.6	-22.1	-13.6			0.39869281	0.506284565	0	-0.064856712	0.239316239	-0.111111111	-0.068376068		0.425337697	0.273051248	1	0.927292674	0.676046729	0.867076496	0.922933078			33.72927938	27.49626068	0	-11.96207549	32.17982431	-19.16239056	-12.55188986
217457_s_at	236.1	221.6	128.9	155.9	216.4	164.6	249.6		216.4			19.7	5.2	87.5	60.5	0	51.8	33.2			33.2			19.7	5.2	-87.5	-60.5	0	-51.8	33.2			0.065930388	0.017402945	-0.292838019	-0.202476573	0	-0.173360107	0.111111111		0.925966803	0.982001962	0.591078199	0.733472095	1	0.777699317	0.867076496			18.24154603	5.1064102	-51.71934242	-44.37506174	0	-40.28482463	28.78693967
217465_at	24.7	23.4	16.1	19.5	22	34.1	24.2		23.4			1.3	0	7.3	3.9	1.4	10.7	0.8			1.4			1.3	0	-7.3	-3.9	-1.4	10.7	0.8			0.103174603	0	-0.579365079	-0.30952381	-0.111111111	0.849206349	0.063492063		0.877833611	1	0.185644051	0.564511664	0.867076496	0.011725191	0.928972576			1.141183695	0	-1.355201573	-2.201595491	-1.213907094	0.125459542	0.743178061
217466_x_at	961.8	1288.5	2065.8	1360.3	628.6	934	583.7		961.8			0	326.7	1104	398.5	333.2	27.8	378.1			333.2			0	326.7	1104	398.5	-333.2	-27.8	-378.1			0	0.108943577	0.368147259	0.132886488	-0.111111111	-0.009270375	-0.126083767		1	0.870030575	0.472186222	0.836759507	0.867076496	0.990559346	0.846351592			0	284.2389887	521.2935894	333.4486635	-288.9098884	-27.53754982	-320.0055368
217475_s_at	26.4	29.5	26.7	28.2	40.2	20	31.5		28.2			1.8	1.3	1.5	0	12	8.2	3.3			1.8			-1.8	1.3	-1.5	0	12	-8.2	3.3			-0.111111111	0.080246914	-0.092592593	0	0.740740741	-0.50617284	0.203703704		0.867076496	0.907945603	0.891914992	1	0.05280451	0.273196128	0.731582453			-1.560737693	1.180329284	-1.337872488	0	0.633654116	-2.24020825	2.414222096
217485_x_at	343.6	447	313.7	320.6	383.1	242	330.8		330.8			12.8	116.2	17.1	10.2	52.3	88.8	0			17.1			12.8	116.2	-17.1	-10.2	52.3	-88.8	0			0.08317089	0.755035737	-0.111111111	-0.066276803	0.339831059	-0.576998051	0		0.904188839	0.045277258	0.867076496	0.925538241	0.516494078	0.18823025	1			11.57361714	5.26121743	-14.82700808	-9.440490057	27.0126403	-16.71484618	0
217491_x_at	1692.3	2339.2	1513.3	1393.7	2087.4	1374.6	1221		1513.3			179	825.9	0	119.6	574.1	138.7	292.3			179			179	825.9	0	-119.6	574.1	-138.7	-292.3			0.111111111	0.512662942	0	-0.074239603	0.356362508	-0.086095593	-0.181440099		0.867076496	0.264833333	1	0.915583827	0.490541274	0.900406077	0.765552205			155.2066928	218.7258498	0	-109.5038257	281.6197457	-124.8863229	-223.7709096
217492_s_at	147.4	203.7	151.2	139.9	165	88.5	135		147.4			0	56.3	3.8	7.5	17.6	58.9	12.4			12.4			0	56.3	3.8	-7.5	17.6	-58.9	-12.4			0	0.504480287	0.034050179	-0.067204301	0.157706093	-0.527777778	-0.111111111		1	0.275394849	0.963711247	0.924388935	0.800917191	0.245787413	0.867076496			0	15.50472999	3.662102737	-6.932917016	14.09614255	-14.47687864	-10.75174855
217496_s_at	96.2	123.2	73.9	101.5	139.4	80.5	78.6		96.2			0	27	22.3	5.3	43.2	15.7	17.6			17.6			0	27	-22.3	5.3	43.2	-15.7	-17.6			0	0.170454545	-0.140782828	0.033459596	0.272727273	-0.099116162	-0.111111111		1	0.782041265	0.825495661	0.964377445	0.623106966	0.883270193	0.867076496			0	21.11511415	-18.40855323	5.11120046	26.91822092	-13.86734204	-15.26054633
217499_x_at	176.6	253.1	228.6	194.1	266.1	182.1	173.1		194.1			17.5	59	34.5	0	72	12	21			21			-17.5	59	34.5	0	72	-12	-21			-0.092592593	0.312169312	0.182539683	0	0.380952381	-0.063492063	-0.111111111		0.891914992	0.560304871	0.763891161	1	0.452407274	0.928972576	0.867076496			-15.60851236	33.05798738	26.35424506	0	32.57332372	-11.14767091	-18.20860641
217501_at	93.5	157.3	144	99.2	136.9	129.1	92.2		129.1			35.6	28.2	14.9	29.9	7.8	0	36.9			28.2			-35.6	28.2	14.9	-29.9	7.8	0	-36.9			-0.140267928	0.111111111	0.058707644	-0.117809299	0.030732861	0	-0.145390071		0.826234268	0.867076496	0.934815045	0.857872731	0.967437041	1	0.818861836			-29.41393993	24.45155719	13.92874417	-25.65039466	7.546008921	0	-30.21600174
217503_at	29.6	45.1	26.4	23	47	34.1	31.2		31.2			1.6	13.9	4.8	8.2	15.8	2.9	0			4.8			-1.6	13.9	-4.8	-8.2	15.8	2.9	0			-0.037037037	0.321759259	-0.111111111	-0.189814815	0.365740741	0.06712963	0		0.960322901	0.545075101	0.867076496	0.752855516	0.475923311	0.924481564	1			-1.536516642	7.576543902	-4.161967181	-6.173415232	7.519588314	2.680996536	0
217506_at	75.6	74.5	45.4	47.4	66.9	56.7	48.1		56.7			18.9	17.8	11.3	9.3	10.2	0	8.6			10.2			18.9	17.8	-11.3	-9.3	10.2	0	-8.6			0.205882353	0.193899782	-0.123093682	-0.10130719	0.111111111	0	-0.093681917		0.728223049	0.746625574	0.850533778	0.880340639	0.867076496	1	0.890479649			13.76341563	13.28993522	-9.611031687	-8.187167942	8.844180259	0	-7.658124983
217508_s_at	45	64.6	38.5	55.4	63.1	37.2	44.4		45			0	19.6	6.5	10.4	18.1	7.8	0.6			7.8			0	19.6	-6.5	10.4	18.1	-7.8	-0.6			0	0.279202279	-0.092592593	0.148148148	0.257834758	-0.111111111	-0.008547009		1	0.612799869	0.891914992	0.814869523	0.646768733	0.867076496	0.991308142			0	12.01087742	-5.797447449	8.47464304	11.70651406	-6.763196668	-0.594784885
217520_x_at	74.5	91.9	61.3	51.3	86.1	51.2	53.8		61.3			13.2	30.6	0	10	24.8	10.1	7.5			10.1			13.2	30.6	0	-10	24.8	-10.1	-7.5			0.145214521	0.336633663	0	-0.110011001	0.272827283	-0.111111111	-0.082508251		0.819115416	0.521536943	1	0.868577312	0.622947834	0.867076496	0.905042414			10.81232349	15.95903044	0	-8.685773125	15.44910628	-8.757472609	-6.787818106
217526_at	171.4	238.8	132.5	153.8	216.1	144.3	131.3		153.8			17.6	85	21.3	0	62.3	9.5	22.5			21.3			17.6	85	-21.3	0	62.3	-9.5	-22.5			0.09181012	0.443401148	-0.111111111	0	0.324986959	-0.049556599	-0.117370892		0.892943963	0.359253503	0.867076496	1	0.539957649	0.945780828	0.858478543			15.71581376	30.53654775	-18.46872936	0	33.63936152	-8.984917867	-19.31576721
217527_s_at	212.4	473.7	230	284.9	396.3	230.8	243.5		243.5			31.1	230.2	13.5	41.4	152.8	12.7	0			31.1			-31.1	230.2	-13.5	41.4	152.8	-12.7	0			-0.111111111	0.822436584	-0.048231511	0.147909968	0.545909253	-0.045373348	0		0.867076496	0.018593679	0.947345482	0.8152149	0.223766954	0.950700041	1			-26.96607902	4.280264859	-12.78916401	33.74989686	34.19159059	-12.07389052	0
217529_at	78.6	123.5	95.3	64.2	76.8	52.4	63.4		76.8			1.8	46.7	18.5	12.6	0	24.4	13.4			13.4			1.8	46.7	18.5	-12.6	0	-24.4	-13.4			0.014925373	0.387230514	0.153399668	-0.104477612	0	-0.202321725	-0.111111111		0.984635792	0.442780675	0.807225639	0.876078812	1	0.733710411	0.867076496			1.772344426	20.67785753	14.93367432	-11.03859303	0	-17.90253402	-11.61882505
217540_at	35.2	63.5	31.9	28.1	45.4	22.9	23.8		31.9			3.3	31.6	0	3.8	13.5	9	8.1			8.1			3.3	31.6	0	-3.8	13.5	-9	-8.1			0.04526749	0.433470508	0	-0.0521262	0.185185185	-0.12345679	-0.111111111		0.950823747	0.373632885	1	0.942729785	0.759887286	0.850027031	0.867076496			3.137718365	11.80679917	0	-3.582373183	10.25847837	-7.650243278	-7.023319617
217547_x_at	42.6	58.9	34.1	43.5	53.2	22.8	27.8		42.6			0	16.3	8.5	0.9	10.6	19.8	14.8			10.6			0	16.3	-8.5	0.9	10.6	-19.8	-14.8			0	0.170859539	-0.089098532	0.009433962	0.111111111	-0.20754717	-0.155136268		1	0.781436914	0.896496403	0.990389726	0.867076496	0.725652124	0.804685992			0	12.7374217	-7.620219423	0.891350753	9.191010857	-14.36791206	-11.90935268
217551_at	79.1	120	74	114.6	136.6	89.9	71.9		89.9			10.8	30.1	15.9	24.7	46.7	0	18			18			-10.8	30.1	-15.9	24.7	46.7	0	-18			-0.066666667	0.185802469	-0.098148148	0.152469136	0.288271605	0	-0.111111111		0.925055473	0.758951535	0.884560356	0.808584058	0.598353378	1	0.867076496			-9.990599107	22.84444121	-14.06450966	19.97202624	27.94310276	0	-15.60737693
217586_x_at	68.5	111.6	58.9	86.8	111	118.9	71.8		86.8			18.3	24.8	27.9	0	24.2	32.1	15			24.2			-18.3	24.8	-27.9	0	24.2	32.1	-15			-0.084022039	0.113865932	-0.128099174	0	0.111111111	0.14738292	-0.068870523		0.903090548	0.863304775	0.843520865	1	0.867076496	0.815978745	0.922317453			-16.52655703	21.40995842	-23.53423214	0	20.9832512	26.19291773	-13.8347618
217588_at	81.2	122.8	80.1	81.6	131.9	82.6	88.8		82.6			1.4	40.2	2.5	1	49.3	0	6.2			2.5			-1.4	40.2	-2.5	-1	49.3	0	6.2			-0.062222222	1.786666667	-0.111111111	-0.044444444	2.191111111	0	0.275555556		0.930530425	0	0.867076496	0.95178425	0	1	0.61860584			-1.302742594	0	-2.16769124	-0.95178425	0	0	3.835356208
217608_at	34.4	29.4	31.8	29.6	23.4	28.2	24.7		29.4			5	0	2.4	0.2	6	1.2	4.7			2.4			5	0	2.4	0.2	-6	-1.2	-4.7			0.231481481	0	0.111111111	0.009259259	-0.277777778	-0.055555556	-0.217592593		0.688365003	1	0.867076496	0.990570868	0.6150681	0.938623537	0.710072764			3.441825013	0	2.08098359	0.198114174	-3.690408599	-1.126348244	-3.337341989
217610_at	90.9	76.7	74.3	87	77.7	56.9	66.2		76.7			14.2	0	2.4	10.3	1	19.8	10.5			10.3			14.2	0	-2.4	10.3	1	-19.8	-10.5			0.153182309	0	-0.025889968	0.111111111	0.010787487	-0.213592233	-0.113268608		0.807543098	1	0.972804596	0.867076496	0.988982297	0.716290117	0.864124218			11.46711199	0	-2.334731031	8.930887908	0.988982297	-14.18254432	-9.073304287
217620_s_at	27	27.9	21.4	11.4	39	24.3	31.9		27			0	0.9	5.6	15.6	12	2.7	4.9			4.9			0	0.9	-5.6	-15.6	12	-2.7	4.9			0	0.020408163	-0.126984127	-0.353741497	0.272108844	-0.06122449	0.111111111		1	0.97877602	0.845088163	0.494641208	0.624090931	0.931750817	0.867076496			0	0.880898418	-4.732493713	-7.71640285	7.489091176	-2.515727205	4.24867483
217627_at	61.3	79.7	51.8	53.3	86.7	44.2	64.6		61.3			0	18.4	9.5	8	25.4	17.1	3.3			9.5			0	18.4	-9.5	-8	25.4	-17.1	3.3			0	0.215204678	-0.111111111	-0.093567251	0.297076023	-0.2	0.038596491		1	0.713786093	0.867076496	0.890630894	0.584326974	0.73728	0.958541258			0	13.13366412	-8.237226711	-7.125047155	14.84190515	-12.607488	3.163186151
217629_at	40.6	108.1	45.5	53.2	59.8	64.1	68.6		59.8			19.2	48.3	14.3	6.6	0	4.3	8.8			8.8			-19.2	48.3	-14.3	-6.6	0	4.3	8.8			-0.242424242	0.609848485	-0.180555556	-0.083333333	0	0.054292929	0.111111111		0.671147598	0.153911085	0.766887049	0.903979392	1	0.940139925	0.867076496			-12.88603389	7.4339054	-10.96648481	-5.966263988	0	4.042601677	7.630273164
217635_s_at	84.4	61.8	40.1	45.2	57.5	56.3	49		56.3			28.1	5.5	16.2	11.1	1.2	0	7.3			7.3			28.1	5.5	-16.2	-11.1	1.2	0	-7.3			0.427701674	0.083713851	-0.246575342	-0.168949772	0.01826484	0	-0.111111111		0.382069495	0.903488467	0.664594209	0.784284298	0.981080247	1	0.867076496			10.73615281	4.969186568	-10.76642619	-8.705555707	1.177296296	0	-6.32965842
217637_at	45.4	34.8	28.7	19.6	41.7	46.8	32.4		34.8			10.6	0	6.1	15.2	6.9	12	2.4			6.9			10.6	0	-6.1	-15.2	6.9	12	-2.4			0.170692432	0	-0.098228663	-0.244766506	0.111111111	0.193236715	-0.038647343		0.781686313	1	0.884453143	0.667451195	0.867076496	0.747638388	0.958483016			8.285874916	0	-5.395164174	-10.14525816	5.982827822	8.971660661	-2.300359239
217640_x_at	38.1	49.9	19.3	33.6	58.1	22.5	37.9		37.9			0.2	12	18.6	4.3	20.2	15.4	0			12			0.2	12	-18.6	-4.3	20.2	-15.4	0			0.001851852	0.111111111	-0.172222222	-0.039814815	0.187037037	-0.142592593	0		0.998141302	0.867076496	0.779401416	0.957143389	0.757078339	0.822895148	1			0.19962826	10.40491795	-14.49686634	-4.115716574	15.29298245	-12.67258528	0
217643_x_at	41.4	43.3	24.3	39.9	47.6	39.7	34.3		39.9			1.5	3.4	15.6	0	7.7	0.2	5.6			3.4			1.5	3.4	-15.6	0	7.7	-0.2	-5.6			0.049019608	0.111111111	-0.509803922	0	0.251633987	-0.006535948	-0.183006536		0.94641562	0.867076496	0.268503898	1	0.656593928	0.993379175	0.763185367			1.419623429	2.948060086	-4.188660809	0	5.055773249	-0.198675835	-4.273838054
217645_at	44.5	69.1	38.9	46.6	60.7	39.1	59.5		46.6			2.1	22.5	7.7	0	14.1	7.5	12.9			7.7			-2.1	22.5	-7.7	0	14.1	-7.5	12.9			-0.03030303	0.324675325	-0.111111111	0	0.203463203	-0.108225108	0.186147186		0.967916893	0.540451527	0.867076496	1	0.731952944	0.871007094	0.758428726			-2.032625476	12.16015935	-6.676489019	0	10.32053651	-6.532553209	9.783730571
217653_x_at	141.2	208.7	135.1	116.3	172.9	82.7	101		135.1			6.1	73.6	0	18.8	37.8	52.4	34.1			34.1			6.1	73.6	0	-18.8	37.8	-52.4	-34.1			0.019876181	0.23981753	0	-0.061257739	0.123167155	-0.170739655	-0.111111111		0.979349552	0.675257003	1	0.931710199	0.850431265	0.78161584	0.867076496			5.974032264	49.69891538	0	-17.51615174	32.14630183	-40.95667	-29.56730851
217665_at	46.3	79.7	48.4	58.7	78.1	39.2	34.1		48.4			2.1	31.3	0	10.3	29.7	9.2	14.3			10.3			-2.1	31.3	0	10.3	29.7	-9.2	-14.3			-0.022653722	0.337648328	0	0.111111111	0.32038835	-0.099244876	-0.154261057		0.976343405	0.519935909	1	0.867076496	0.547250053	0.883098452	0.805966652			-2.05032115	16.27399396	0	8.930887908	16.25332659	-8.124505763	-11.52532313
217667_at	55.6	97.6	40.9	38.7	37.4	48.5	36.3		40.9			14.7	56.7	0	2.2	3.5	7.6	4.6			4.6			14.7	56.7	0	-2.2	-3.5	7.6	-4.6			0.355072464	1.369565217	0	-0.053140097	-0.084541063	0.183574879	-0.111111111		0.49255848	0	1	0.941519835	0.90241978	0.76232569	0.867076496			7.240609661	0	0	-2.071343637	-3.158469231	5.793675243	-3.988551881
217671_at	109.5	110.7	65.5	72.3	144.2	67.4	57.5		72.3			37.2	38.4	6.8	0	71.9	4.9	14.8			14.8			37.2	38.4	-6.8	0	71.9	-4.9	-14.8			0.279279279	0.288288288	-0.051051051	0	0.53978979	-0.036786787	-0.111111111		0.612677252	0.598326799	0.944009074	1	0.23109557	0.960608006	0.867076496			22.79159379	22.97574908	-6.419261706	0	16.61577146	-4.706979231	-12.83273214
217673_x_at	534.4	646.8	435.8	502.6	515.3	370.7	370.1		502.6			31.8	144.2	66.8	0	12.7	131.9	132.5			66.8			31.8	144.2	-66.8	0	12.7	-131.9	-132.5			0.052894212	0.239853626	-0.111111111	0	0.021124418	-0.219394544	-0.220392548		0.941813581	0.67520013	0.867076496	1	0.978002148	0.707266751	0.705711248			29.94967187	97.36385882	-57.92070993	0	12.42062728	-93.28848449	-93.50674033
217678_at	150.7	181.5	57.1	60	71.7	34.1	65.8		65.8			84.9	115.7	8.7	5.8	5.9	31.7	0			8.7			84.9	115.7	-8.7	-5.8	5.9	-31.7	0			1.084291188	1.477650064	-0.111111111	-0.074074074	0.075351213	-0.404853129	0		0	0	0.867076496	0.91579275	0.914178644	0.416039255	1			0	0	-7.543565515	-5.31159795	5.393653998	-13.18844439	0
217679_x_at	330.3	337.2	291.9	229.1	343	218.4	345.1		330.3			0	6.9	38.4	101.2	12.7	111.9	14.8			14.8			0	6.9	-38.4	-101.2	12.7	-111.9	14.8			0	0.051801802	-0.288288288	-0.75975976	0.095345345	-0.84009009	0.111111111		1	0.943116185	0.598326799	0.042938219	0.888281466	0.013845362	0.867076496			0	6.507501677	-22.97574908	-4.345347739	11.28117462	-1.549295987	12.83273214
217704_x_at	55.6	47.6	40.2	43.8	31.9	38.1	17.9		40.2			15.4	7.4	0	3.6	8.3	2.1	22.3			7.4			15.4	7.4	0	3.6	-8.3	-2.1	-22.3			0.231231231	0.111111111	0	0.054054054	-0.124624625	-0.031531532	-0.334834835		0.68875766	0.867076496	1	0.940426215	0.848395104	0.96654365	0.524376903			10.60686797	6.41636607	0	3.385534373	-7.041679363	-2.029741665	-11.69360494
217707_x_at	90.7	121.6	51.2	72.2	107.2	64.9	79.8		79.8			10.9	41.8	28.6	7.6	27.4	14.9	0			14.9			10.9	41.8	-28.6	-7.6	27.4	-14.9	0			0.081282625	0.311707681	-0.213273676	-0.056674124	0.20432513	-0.111111111	0		0.906617794	0.561038794	0.716784484	0.937275765	0.730624822	0.867076496	1			9.882133955	23.4514216	-20.50003625	-7.123295814	20.01912013	-12.91943979	0
217713_x_at	150.5	186.6	124.1	110	161.5	124.4	126.7		126.7			23.8	59.9	2.6	16.7	34.8	2.3	0			16.7			23.8	59.9	-2.6	-16.7	34.8	-2.3	0			0.158349967	0.398536261	-0.017298736	-0.111111111	0.231536926	-0.015302728	0		0.799970949	0.42557471	0.982113213	0.867076496	0.688277999	0.984236146	1			19.03930858	25.49192511	-2.553494353	-14.48017748	23.95207436	-2.263743136	0
217714_x_at	157.2	177.2	178.5	153.2	203.4	158.6	173.1		173.1			15.9	4.1	5.4	19.9	30.3	14.5	0			14.5			-15.9	4.1	5.4	-19.9	30.3	-14.5	0			-0.12183908	0.031417625	0.04137931	-0.152490421	0.232183908	-0.111111111	0		0.852282259	0.966671207	0.955340709	0.808553005	0.687262575	0.867076496	1			-13.55128792	3.963351949	5.158839829	-16.0902048	20.82405603	-12.57260919	0
217715_x_at	63.7	53.7	62	69.3	103.5	65.7	77.7		65.7			2	12	3.7	3.6	37.8	0	12			3.7			-2	-12	-3.7	3.6	37.8	0	12			-0.06006006	-0.36036036	-0.111111111	0.108108108	1.135135135	0	0.36036036		0.933171047	0.48429953	0.867076496	0.871165991	0	1	0.48429953			-1.866342095	-5.811594357	-3.208183035	3.136197567	0	0	5.811594357
217716_s_at	272.5	491.2	383.9	417.9	425.7	262.6	239.6		383.9			111.4	107.3	0	34	41.8	121.3	144.3			107.3			-111.4	107.3	0	34	41.8	-121.3	-144.3			-0.115356736	0.111111111	0	0.035207621	0.043284664	-0.125608367	-0.149425287		0.861255709	0.867076496	1	0.962401993	0.953133763	0.847017933	0.813015633			-95.94388601	93.03730801	0	32.72166778	39.84099129	-102.7432752	-117.3181558
217717_s_at	836.1	1024.9	661.1	709.1	837.7	552.4	580.8		709.1			127	315.8	48	0	128.6	156.7	128.3			128.3			127	315.8	-48	0	128.6	-156.7	-128.3			0.109985278	0.27349095	-0.041569239	0	0.111370919	-0.135706244	-0.111111111		0.868612368	0.621891773	0.955121283	1	0.866721604	0.832752899	0.867076496			110.3137707	196.393422	-45.84582159	0	111.4603983	-130.4923793	-111.2459144
217718_s_at	1336.4	1784.1	1069.6	1005.3	1425.2	803.2	845.5		1069.6			266.8	714.5	0	64.3	355.6	266.4	224.1			266.4			266.8	714.5	0	-64.3	355.6	-266.4	-224.1			0.111277945	0.29800634	0	-0.026818485	0.148314982	-0.111111111	-0.093468468		0.866848624	0.582845164	1	0.971782134	0.814627534	0.867076496	0.89076116			231.275213	416.4428694	0	-62.48559119	289.6815512	-230.9891785	-199.619576
217719_at	2931.6	2933	2273.8	2259.3	3057.3	2224.6	2771.1		2771.1			160.5	161.9	497.3	511.8	286.2	546.5	0			286.2			160.5	161.9	-497.3	-511.8	286.2	-546.5	0			0.062310738	0.062854259	-0.193066232	-0.198695551	0.111111111	-0.212167094	0		0.930422	0.929755683	0.747898698	0.739282539	0.867076496	0.718500922	1			149.332731	150.5274451	-371.9300226	-378.3648036	248.1572931	-392.6607538	0
217720_at	3649.4	3721.6	3011.5	3215.8	3283.4	2444.5	2262.8		3215.8			433.6	505.8	204.3	0	67.6	771.3	953			433.6			433.6	505.8	-204.3	0	67.6	-771.3	-953			0.111111111	0.129612546	-0.052352399	0	0.017322673	-0.197647601	-0.244208692		0.867076496	0.8413891	0.942460144	1	0.982087662	0.740889712	0.668331823			375.9643686	425.5746068	-192.5446075	0	66.38912593	-571.4482349	-636.9202275
217722_s_at	315.6	477.3	326.3	306.4	418.8	205.4	220.4		315.6			0	161.7	10.7	9.2	103.2	110.2	95.2			95.2			0	161.7	10.7	-9.2	103.2	-110.2	-95.2			0	0.18872549	0.012488329	-0.010737628	0.120448179	-0.128618114	-0.111111111		1	0.754512855	0.987203674	0.989034268	0.854216285	0.842790469	0.867076496			0	122.0047286	10.56307931	-9.099115264	88.15512058	-92.87550972	-82.54568241
217724_at	1786.2	2515.2	1429.2	1304.7	2073.3	1258.3	1345.2		1429.2			357	1086	0	124.5	644.1	170.9	84			170.9			357	1086	0	-124.5	644.1	-170.9	-84			0.232104545	0.706065925	0	-0.080944022	0.418763409	-0.111111111	-0.054612834		0.687387152	0.073916505	1	0.907052242	0.395256298	0.867076496	0.939756225			245.3972133	80.27332458	0	-112.9280041	254.5845818	-148.1833732	-78.93952289
217725_x_at	657.6	987.3	614.8	614.9	788.4	419	497.2		614.9			42.7	372.4	0.1	0	173.5	195.9	117.7			117.7			42.7	372.4	-0.1	0	173.5	-195.9	-117.7			0.040309638	0.351552912	-9.44E-05	0	0.163787407	-0.184933447	-0.111111111		0.956574158	0.498069259	0.99990558	1	0.79194937	0.760268737	0.867076496			40.84571653	185.4809922	-0.099990558	0	137.4032157	-148.9366456	-102.0549036
217726_at	351.2	423.2	264.2	215	305.8	216.1	211.8		264.2			87	159	0	49.2	41.6	48.1	52.4			49.2			87	159	0	-49.2	41.6	-48.1	-52.4			0.196476965	0.359078591	0	-0.111111111	0.093947606	-0.10862692	-0.11833785		0.742683333	0.486299115	1	0.867076496	0.890129063	0.870461129	0.857141728			64.61345	77.32155922	0	-42.6601636	37.02936901	-41.86918029	-44.91422652
217727_x_at	771.1	768.7	508.7	475	648.9	478.4	579.3		579.3			191.8	189.4	70.6	104.3	69.6	100.9	0			100.9			191.8	189.4	-70.6	-104.3	69.6	-100.9	0			0.211210219	0.208567338	-0.077744742	-0.114855192	0.076643541	-0.111111111	0		0.719984056	0.724075102	0.911140277	0.861945686	0.9125403	0.867076496	1			138.092942	137.1398244	-64.32650358	-89.90093503	63.51280489	-87.48801844	0
217729_s_at	105.7	209.9	214	212	209.4	195.9	157.3		209.4			103.7	0.5	4.6	2.6	0	13.5	52.1			4.6			-103.7	0.5	4.6	2.6	0	-13.5	-52.1			-2.504830918	0.012077295	0.111111111	0.062801932	0	-0.326086957	-1.258454106		0	0.987634527	0.867076496	0.929819874	1	0.538214746	0			0	0.493817264	3.988551881	2.417531671	0	-7.265899073	0
217731_s_at	362.7	331.7	243.7	276.6	519	209.7	381.3		331.7			31	0	88	55.1	187.3	122	49.6			55.1			31	0	-88	-55.1	187.3	-122	49.6			0.062512603	0	-0.177455132	-0.111111111	0.377697116	-0.246017342	0.100020165		0.930174639	1	0.771556128	0.867076496	0.457417672	0.665475766	0.882063049			28.83541381	0	-67.89693928	-47.77591493	85.67433004	-81.18804342	43.75032723
