CHPProbeSetName	H_ARP1-0h	H_ARP1-2h	H_ARP1-4h	H_ARP1-6h	H_ARP1-8h	H_ARP1-10h	H_ARP1-012h		med£¨£©			B-J	C-J	D-J	E-J	F-J	G-J	H-J			mad()			B-J	C-J	D-J	E-J	F-J	G-J	H-J			U1=(x-med)/9*mad	U2	U3	U4	U5	U6	U7		W1	W2	W3	W4	W5	W6	W7			Z1	Z2	Z3	Z4	Z5	Z6	Z7
203213_at	702.4	823.9	441.7	588.9	1008.9	590.3	745.6		702.4			0	121.5	260.7	113.5	306.5	112.1	43.2			113.5			0	121.5	-260.7	-113.5	306.5	-112.1	43.2			0	0.118942731	-0.255212922	-0.111111111	0.300048948	-0.109740578	0.042290749		1	0.856304319	0.650925375	0.867076496	0.57959205	0.868945761	0.954286574			0	104.0409747	-169.6962454	-98.41318229	177.6449635	-97.40881981	41.22518001
203214_x_at	785.4	875.8	479.8	617.9	1007.4	750.1	905		785.4			0	90.4	305.6	167.5	222	35.3	119.6			119.6			0	90.4	-305.6	-167.5	222	-35.3	119.6			0	0.083983649	-0.283909327	-0.155611297	0.206243032	-0.0327945	0.111111111		1	0.903140131	0.605302906	0.803990284	0.727666343	0.9651262	0.867076496			0	81.64386781	-184.9805681	-134.6683725	161.541928	-34.06895486	103.7023489
203217_s_at	106.5	83.5	59.5	78.5	111.8	80.3	86.3		83.5			23	0	24	5	28.3	3.2	2.8			5			23	0	-24	-5	28.3	-3.2	2.8			0.511111111	0	-0.533333333	-0.111111111	0.628888889	-0.071111111	0.062222222		0.266823022	1	0.238942552	0.867076496	0.135610961	0.919518249	0.930530425			6.136929515	0	-5.734621244	-4.33538248	3.837790196	-2.942458398	2.605485189
203218_at	189	265.3	149.1	147.8	190.1	133.7	126.9		149.1			39.9	116.2	0	1.3	41	15.4	22.2			22.2			39.9	116.2	0	-1.3	41	-15.4	-22.2			0.1996997	0.581581582	0	-0.006506507	0.205205205	-0.077077077	-0.111111111		0.737741203	0.183238014	1	0.993409376	0.729267803	0.911989556	0.867076496			29.435874	21.29225727	0	-1.291432189	29.89997994	-14.04463916	-19.24909821
203219_s_at	165.9	165.7	158	168.4	164.2	129.8	77.5		164.2			1.7	1.5	6.2	4.2	0	34.4	86.7			4.2			1.7	1.5	-6.2	4.2	0	-34.4	-86.7			0.044973545	0.03968254	-0.164021164	0.111111111	0	-0.91005291	-2.293650794		0.951167051	0.95729541	0.79160331	0.867076496	1	0.002654924	0			1.616983987	1.435943115	-4.907940524	3.641721283	0	-0.091329397	0
203221_at	76.4	87.8	63.1	61.5	125.1	79.9	57.4		76.4			0	11.4	13.3	14.9	48.7	3.5	19			13.3			0	11.4	-13.3	-14.9	48.7	3.5	-19			0	0.095238095	-0.111111111	-0.124477861	0.406850459	0.029239766	-0.158730159		1	0.888423426	0.867076496	0.848600368	0.413036535	0.969101014	0.79941185			0	10.12802705	-11.5321174	-12.64414549	20.11487928	3.391853548	-15.18882515
203224_at	171.7	369.2	190.6	182.9	314.9	136.5	158.2		182.9			11.2	186.3	7.7	0	132	46.4	24.7			24.7			-11.2	186.3	7.7	0	132	-46.4	-24.7			-0.050382366	0.83805668	0.034637877	0	0.593792173	-0.208726946	-0.111111111		0.944802767	0.014348514	0.963047063	1	0.17025828	0.723828264	0.867076496			-10.58179099	2.673128089	7.415462388	0	22.47409295	-33.58563144	-21.41678945
203225_s_at	156.4	229.1	172.8	190.1	232.8	159.9	159.3		172.8			16.4	56.3	0	17.3	60	12.9	13.5			16.4			-16.4	56.3	0	17.3	60	-12.9	-13.5			-0.111111111	0.381436314	0	0.117208672	0.406504065	-0.087398374	-0.091463415		0.867076496	0.451663502	1	0.858702587	0.41355686	0.898713102	0.893399339			-14.22005453	25.42865515	0	14.85555475	24.81341162	-11.59339902	-12.06089107
203228_at	145	164	147.8	180.9	140	143.5	122		145			0	19	2.8	35.9	5	1.5	23			5			0	19	2.8	35.9	-5	-1.5	-23			0	0.422222222	0.062222222	0.797777778	-0.111111111	-0.033333333	-0.511111111		1	0.390137254	0.930530425	0.026727519	0.867076496	0.964519712	0.266823022			0	7.412607835	2.605485189	0.959517939	-4.33538248	-1.446779568	-6.136929515
203229_s_at	316.6	529.6	361.1	425.5	462.7	307.5	276.9		361.1			44.5	168.5	0	64.4	101.6	53.6	84.2			64.4			-44.5	168.5	0	64.4	101.6	-53.6	-84.2			-0.076777088	0.290717736	0	0.111111111	0.175293306	-0.092477571	-0.145272602		0.912370708	0.594456194	1	0.867076496	0.774802626	0.892066357	0.819031526			-40.60049653	100.1658686	0	55.83972634	78.71994684	-47.81475671	-68.96245447
203235_at	68.4	75	78.3	97.4	108.1	82.4	76		78.3			9.9	3.3	0	19.1	29.8	4.1	2.3			4.1			-9.9	-3.3	0	19.1	29.8	4.1	-2.3			-0.268292683	-0.089430894	0	0.517615176	0.807588076	0.111111111	-0.062330623		0.630160487	0.896062098	1	0.258526002	0.023275278	0.867076496	0.930397639			-6.238588816	-2.957004923	0	4.937846643	0.693603293	3.555013633	-2.13991457
203238_s_at	56.4	65.9	42.6	36.4	49.7	58.5	38.6		49.7			6.7	16.2	7.1	13.3	0	8.8	11.1			8.8			6.7	16.2	-7.1	-13.3	0	8.8	-11.1			0.08459596	0.204545455	-0.089646465	-0.167929293	0	0.111111111	-0.140151515		0.902348788	0.730285183	0.895780239	0.785803215	1	0.867076496	0.82640118			6.045736877	11.83061997	-6.360039694	-10.45118276	0	7.630273164	-9.173053096
203239_s_at	77.2	116.5	102.8	107.2	101.2	67.9	55.9		101.2			24	15.3	1.6	6	0	33.3	45.3			15.3			-24	15.3	1.6	6	0	-33.3	-45.3			-0.174291939	0.111111111	0.011619463	0.043572985	0	-0.241830065	-0.328976035		0.776303837	0.867076496	0.988113669	0.952798708	1	0.672084711	0.53364002			-18.63129208	13.26627039	1.58098187	5.71679225	0	-22.38042087	-24.1738929
203241_at	97.9	97.7	83.8	62	97.6	61.3	50		83.8			14.1	13.9	0	21.8	13.8	22.5	33.8			14.1			14.1	13.9	0	-21.8	13.8	-22.5	-33.8			0.111111111	0.109535067	0	-0.17178881	0.108747045	-0.177304965	-0.266351458		0.867076496	0.869225642	1	0.780049162	0.870297827	0.771781884	0.633246336			12.22577859	12.08223643	0	-17.00507174	12.01011001	-17.36509239	-21.40372617
203243_s_at	75.3	137.6	62.6	61.3	161.7	65.9	73.3		73.3			2	64.3	10.7	12	88.4	7.4	0			10.7			2	64.3	-10.7	-12	88.4	-7.4	0			0.020768432	0.667705088	-0.111111111	-0.124610592	0.917964694	-0.076843198	0		0.978387011	0.102049195	0.867076496	0.848414733	0.002030877	0.912286735	1			1.956774021	6.561763222	-9.277718507	-10.18097679	0.179529528	-6.750921842	0
203244_at	235	294.7	186.9	188.1	160.4	142.9	143.1		186.9			48.1	107.8	0	1.2	26.5	44	43.8			43.8			48.1	107.8	0	1.2	-26.5	-44	-43.8			0.12201928	0.273465246	0	0.00304414	-0.067224759	-0.111618468	-0.111111111		0.852031354	0.621932677	1	0.996937383	0.924363555	0.866383299	0.867076496			40.98270812	67.04434256	0	1.19632486	-24.49563419	-38.12086515	-37.97795052
203245_s_at	92.3	103.3	59.7	48	92.2	49.6	59.2		59.7			32.6	43.6	0	11.7	32.5	10.1	0.5			11.7			32.6	43.6	0	-11.7	32.5	-10.1	-0.5			0.309591643	0.414055081	0	-0.111111111	0.308641975	-0.095916429	-0.004748338		0.564403774	0.402256464	1	0.867076496	0.565914364	0.887525024	0.995206783			18.39956302	17.53838181	0	-10.144795	18.39221684	-8.964002744	-0.497603392
203246_s_at	283.9	401.3	256.4	301.6	325.5	171.4	172.1		283.9			0	117.4	27.5	17.7	41.6	112.5	111.8			41.6			0	117.4	-27.5	17.7	41.6	-112.5	-111.8			0	0.313568376	-0.073450855	0.047275641	0.111111111	-0.300480769	-0.298611111		1	0.558080976	0.916578596	0.948470466	0.867076496	0.578904392	0.581881935			0	65.5187066	-25.20591139	16.78792725	36.07038223	-65.12674408	-65.05440029
203247_s_at	210.5	237.7	125.8	148.3	185	125.3	121.4		148.3			62.2	89.4	22.5	0	36.7	23	26.9			26.9			62.2	89.4	-22.5	0	36.7	-23	-26.9			0.256918629	0.369268897	-0.092936803	0	0.151590252	-0.095002065	-0.111111111		0.648221523	0.470446487	0.891461804	1	0.80986552	0.888735731	0.867076496			40.31937876	42.05791592	-20.05789058	0	29.72206459	-20.44092182	-23.32435774
203250_at	316.5	538.7	296.7	271.4	376	224.8	289		296.7			19.8	242	0	25.3	79.3	71.9	7.7			25.3			19.8	242	0	-25.3	79.3	-71.9	-7.7			0.086956522	1.062801932	0	-0.111111111	0.348265261	-0.315766359	-0.033816425		0.899287841	0	1	0.867076496	0.503226266	0.554588456	0.963975079			17.80589924	0	0	-21.93703535	39.90584289	-39.87490999	-7.422608107
203252_at	94.4	143.8	127.6	122.5	140	115.3	98.8		122.5			28.1	21.3	5.1	0	17.5	7.2	23.7			17.5			-28.1	21.3	5.1	0	17.5	-7.2	-23.7			-0.178412698	0.135238095	0.032380952	0	0.111111111	-0.045714286	-0.15047619		0.770115709	0.833419315	0.965590964	1	0.867076496	0.950301357	0.811487691			-21.64025143	17.75183141	4.924513918	0	15.17383868	-6.842169769	-19.23225828
203253_s_at	149.3	220.6	126.6	113.9	186.2	108.2	125.1		126.6			22.7	94	0	12.7	59.6	18.4	1.5			18.4			22.7	94	0	-12.7	59.6	-18.4	-1.5			0.137077295	0.56763285	0	-0.076690821	0.359903382	-0.111111111	-0.009057971		0.830798424	0.198630887	1	0.912480265	0.485012247	0.867076496	0.990779428			18.85912422	18.67130336	0	-11.58849937	28.90672994	-15.95420753	-1.486169143
203255_at	112.4	240.3	158.2	198.7	205.5	180.8	230.3		198.7			86.3	41.6	40.5	0	6.8	17.9	31.6			31.6			-86.3	41.6	-40.5	0	6.8	-17.9	31.6			-0.303445851	0.146272855	-0.142405063	0	0.023909986	-0.062939522	0.111111111		0.574183407	0.817585701	0.823164938	1	0.974974296	0.929651071	0.867076496			-49.55202807	34.01156515	-33.33817997	0	6.629825214	-16.64075417	27.39961727
203257_s_at	157.1	203.1	105.4	101.3	143.6	132.1	110.3		132.1			25	71	26.7	30.8	11.5	0	21.8			25			25	71	-26.7	-30.8	11.5	0	-21.8			0.111111111	0.315555556	-0.118666667	-0.136888889	0.051111111	0	-0.096888889		0.867076496	0.554923342	0.856686618	0.831067246	0.943937713	1	0.886234864			21.6769124	39.39955732	-22.8735327	-25.59687118	10.8552837	0	-19.31992003
203258_at	123.1	129.2	164.2	89.5	131.9	106.3	111.4		123.1			0	6.1	41.1	33.6	8.8	16.8	11.7			11.7			0	6.1	41.1	-33.6	8.8	-16.8	-11.7			0	0.057929725	0.39031339	-0.319088319	0.08357075	-0.15954416	-0.111111111		1	0.935757986	0.438071886	0.549313285	0.903673138	0.798213895	0.867076496			0	5.708123712	18.0047545	-18.45692639	7.952323618	-13.40999344	-10.144795
203259_s_at	639.6	683.2	447	448.5	524.2	309.9	300.6		448.5			191.1	234.7	1.5	0	75.7	138.6	147.9			138.6			191.1	234.7	-1.5	0	75.7	-138.6	-147.9			0.153198653	0.188151355	-0.001202501	0	0.060686227	-0.111111111	-0.118566619		0.80751923	0.755385677	0.99879461	1	0.932407869	0.867076496	0.85682512			154.3169249	177.2890184	-1.498191916	0	70.58327572	-120.1768023	-126.7244353
203260_at	38.6	44.3	30.9	25.1	38.8	31.9	27		31.9			6.7	12.4	1	6.8	6.9	0	4.9			6.7			6.7	12.4	-1	-6.8	6.9	0	-4.9			0.111111111	0.205638474	-0.016583748	-0.112769486	0.114427861	0	-0.081260365		0.867076496	0.728599387	0.982875407	0.864808253	0.862533072	1	0.906646365			5.809412523	9.034632399	-0.982875407	-5.880696122	5.951478198	0	-4.44256719
203261_at	215	380.6	261.8	211.7	283	158.3	182.9		215			0	165.6	46.8	3.3	68	56.7	32.1			46.8			0	165.6	46.8	-3.3	68	-56.7	-32.1			0	0.393162393	0.111111111	-0.007834758	0.161443495	-0.134615385	-0.076210826		1	0.433731482	0.867076496	0.992043441	0.795413886	0.834305	0.913089436			0	71.82593347	40.57918001	-3.273743354	54.08814428	-47.30509348	-29.31017089
203262_s_at	164.3	201.8	159.2	165.9	212.9	167.2	169.1		167.2			2.9	34.6	8	1.3	45.7	0	1.9			2.9			-2.9	34.6	-8	-1.3	45.7	0	1.9			-0.111111111	1.325670498	-0.30651341	-0.049808429	1.750957854	0	0.072796935		0.867076496	0	0.569300999	0.945482797	0	1	0.917401876			-2.514521838	0	-4.554407991	-1.229127637	0	0	1.743063564
203265_s_at	33.5	58.5	37.9	55.2	34.6	41.2	43.2		41.2			7.7	17.3	3.3	14	6.6	0	2			6.6			-7.7	17.3	-3.3	14	-6.6	0	2			-0.12962963	0.291245791	-0.055555556	0.235690236	-0.111111111	0	0.033670034		0.841365005	0.593614896	0.938623537	0.681753621	0.867076496	1	0.964140207			-6.478510539	10.26953771	-3.097457671	9.544550692	-5.722704873	0	1.928280414
203266_s_at	99.1	141.6	94.5	102.9	149.5	83.2	81.7		99.1			0	42.5	4.6	3.8	50.4	15.9	17.4			15.9			0	42.5	-4.6	3.8	50.4	-15.9	-17.4			0	0.296995108	-0.032145353	0.026554857	0.352201258	-0.111111111	-0.121593291		1	0.58445586	0.965855466	0.972072757	0.497053312	0.867076496	0.852624363			0	24.83937406	-4.442935144	3.693876477	25.05148694	-13.78651629	-14.83566391
203269_at	492	624.2	398.1	381.3	591.4	316.8	418.6		418.6			73.4	205.6	20.5	37.3	172.8	101.8	0			73.4			73.4	205.6	-20.5	-37.3	172.8	-101.8	0			0.111111111	0.311232213	-0.031032395	-0.056463821	0.261580381	-0.154102331	0		0.867076496	0.561794783	0.967102254	0.937529475	0.640825129	0.806198751	1			63.6434148	115.5050075	-19.8255962	-34.96984942	110.7345824	-82.07103285	0
203270_at	276.5	298.9	170.2	189.2	322	245.2	248.8		248.8			27.7	50.1	78.6	59.6	73.2	3.6	0			50.1			27.7	50.1	-78.6	-59.6	73.2	-3.6	0			0.06143269	0.111111111	-0.174318031	-0.132180084	0.162341983	-0.007984032	0		0.931496418	0.867076496	0.776264742	0.837760462	0.79408702	0.9918895	1			25.80245078	43.44053245	-61.01440869	-49.93052356	58.12716985	-3.570802201	0
203273_s_at	117.8	164.7	90.2	114	127.2	115.2	60.9		115.2			2.6	49.5	25	1.2	12	0	54.3			12			2.6	49.5	-25	-1.2	12	0	-54.3			0.024074074	0.458333333	-0.231481481	-0.011111111	0.111111111	0	-0.502777778		0.974795037	0.337994737	0.688365003	0.988644734	0.867076496	1	0.277613843			2.534467095	16.73073948	-17.20912507	-1.186373681	10.40491795	0	-15.0744317
203274_at	344.5	457.3	352.9	345.5	490	345.3	317.9		345.5			1	111.8	7.4	0	144.5	0.2	27.6			7.4			-1	111.8	7.4	0	144.5	-0.2	-27.6			-0.015015015	1.678678679	0.111111111	0	2.16966967	-0.003003003	-0.414414414		0.984540904	0	0.867076496	1	0	0.996979015	0.40172095			-0.984540904	0	6.41636607	0	0	-0.199395803	-11.08749823
203275_at	141	119.7	113.9	78.2	134.5	85.1	102.4		113.9			27.1	5.8	0	35.7	20.6	28.8	11.5			20.6			27.1	5.8	0	-35.7	20.6	-28.8	-11.5			0.146170442	0.031283711	0	-0.192556634	0.111111111	-0.155339806	-0.062028047		0.817733829	0.966821109	1	0.748676562	0.867076496	0.804387952	0.930768184			22.16058677	5.60756243	0	-26.72775327	17.86177582	-23.16637301	-10.70383411
203276_at	334.9	392.2	281.2	297.5	948.9	410.3	665.4		392.2			57.3	0	111	94.7	556.7	18.1	273.2			94.7			-57.3	0	-111	-94.7	556.7	18.1	273.2			-0.067229849	0	-0.130235832	-0.111111111	0.653173765	0.021236654	0.320544409		0.924357239	1	0.840509602	0.867076496	0.114017846	0.977880709	0.547002425			-52.96566982	0	-93.29656579	-82.11214417	63.47373507	17.69964084	149.4410625
203277_at	97	159	94.8	104.1	122.9	95	93.8		97			0	62	2.2	7.1	25.9	2	3.2			3.2			0	62	-2.2	7.1	25.9	-2	-3.2			0	2.152777778	-0.076388889	0.246527778	0.899305556	-0.069444444	-0.111111111		1	0	0.912863534	0.664669361	0.003683038	0.921601932	0.867076496			0	0	-2.008299775	4.719152462	0.095390685	-1.843203864	-2.774644787
203278_s_at	77.1	82.1	69.3	59.5	101.1	65.8	61.9		69.3			7.8	12.8	0	9.8	31.8	3.5	7.4			7.8			7.8	12.8	0	-9.8	31.8	-3.5	-7.4			0.111111111	0.182336182	0	-0.13960114	0.452991453	-0.04985755	-0.105413105		0.867076496	0.764198712	1	0.827189911	0.345548058	0.94542464	0.874816193			6.763196668	9.781743518	0	-8.106461129	10.98842823	-3.308986239	-6.473639829
203279_at	257	344.4	188.3	185.2	206.4	158.1	217.6		206.4			50.6	138	18.1	21.2	0	48.3	11.2			21.2			50.6	138	-18.1	-21.2	0	-48.3	11.2			0.265199161	0.72327044	-0.094863732	-0.111111111	0	-0.253144654	0.05870021		0.635077492	0.06293229	0.888918696	0.867076496	1	0.654202039	0.934824065			32.1349211	8.684656006	-16.0894284	-18.38202171	0	-31.59795849	10.47002953
203282_at	260.6	247.3	129.4	181.4	244.6	130.8	134.3		181.4			79.2	65.9	52	0	63.2	50.6	47.1			52			79.2	65.9	-52	0	63.2	-50.6	-47.1			0.169230769	0.140811966	-0.111111111	0	0.135042735	-0.108119658	-0.100641026		0.783865736	0.825453846	0.867076496	1	0.833697269	0.871150307	0.881232715			62.08216627	54.39740847	-45.08797779	0	52.6896674	-44.08020551	-41.50606086
203284_s_at	148.5	239.7	123.5	127.9	223.9	129.7	149.4		148.5			0	91.2	25	20.6	75.4	18.8	0.9			20.6			0	91.2	-25	-20.6	75.4	-18.8	0.9			0	0.491909385	-0.134843581	-0.111111111	0.406688242	-0.101402373	0.004854369		1	0.291949954	0.833980534	0.867076496	0.413280182	0.88021308	0.995098731			0	26.6258358	-20.84951336	-17.86177582	31.16132572	-16.5480059	0.895588857
203285_s_at	54.8	85.8	49.1	60.7	67.5	41.2	55.8		55.8			1	30	6.7	4.9	11.7	14.6	0			6.7			-1	30	-6.7	4.9	11.7	-14.6	0			-0.016583748	0.497512438	-0.111111111	0.081260365	0.194029851	-0.24212272	0		0.982875407	0.284522637	0.867076496	0.906646365	0.746426827	0.671623177	1			-0.982875407	8.535679108	-5.809412523	4.44256719	8.733193874	-9.805698381	0
203286_at	417.3	524	311.2	293.8	369.5	237.4	313.6		313.6			103.7	210.4	2.4	19.8	55.9	76.2	0			55.9			103.7	210.4	-2.4	-19.8	55.9	-76.2	0			0.206122043	0.418207116	-0.004770423	-0.039355993	0.111111111	-0.151460942	0		0.727853106	0.396081479	0.995184281	0.95767044	0.867076496	0.810053933	1			75.47836707	83.33554325	-2.388442274	-18.96187471	48.46957612	-61.72610969	0
203291_at	112.6	162	87.2	89	136.8	77	74.8		89			23.6	73	1.8	0	47.8	12	14.2			14.2			23.6	73	-1.8	0	47.8	-12	-14.2			0.184663537	0.571205008	-0.014084507	0	0.374021909	-0.093896714	-0.111111111		0.760677618	0.194632259	0.985524373	1	0.463089267	0.890196232	0.867076496			17.95199179	14.20815489	-1.773943872	0	22.13566696	-10.68235478	-12.31248624
203292_s_at	88	99.1	72.3	93.3	88	71.2	77.4		88			0	11.1	15.7	5.3	0	16.8	10.6			10.6			0	11.1	-15.7	5.3	0	-16.8	-10.6			0	0.116352201	-0.164570231	0.055555556	0	-0.176100629	-0.111111111		1	0.859884392	0.790790072	0.938623537	1	0.773591124	0.867076496			0	9.544716753	-12.41540413	4.974704744	0	-12.99633089	-9.191010857
203297_s_at	464.7	680.8	385.4	317.6	376.2	262.1	298.9		376.2			88.5	304.6	9.2	58.6	0	114.1	77.3			77.3			88.5	304.6	9.2	-58.6	0	-114.1	-77.3			0.127210004	0.437832399	0.013224091	-0.084231709	0	-0.164007474	-0.111111111		0.844770905	0.367294114	0.986430811	0.902819673	1	0.79162358	0.867076496			74.76222513	111.8777871	9.075163463	-52.90523282	0	-90.32425048	-67.02501314
203298_s_at	440.7	681.4	368.3	275.2	357.6	244.5	273.9		357.6			83.1	323.8	10.7	82.4	0	113.1	83.7			83.1			83.1	323.8	10.7	-82.4	0	-113.1	-83.7			0.111111111	0.432945581	0.014306725	-0.110175157	0	-0.151223426	-0.111913357		0.867076496	0.37439808	0.985289808	0.86835356	1	0.810399922	0.865980094			72.05405681	121.2300982	10.54260095	-71.55233336	0	-91.65623121	-72.48253389
203300_x_at	40.8	49.5	38.1	31	41.9	51	29.5		40.8			0	8.7	2.7	9.8	1.1	10.2	11.3			8.7			0	8.7	-2.7	-9.8	1.1	10.2	-11.3			0	0.111111111	-0.034482759	-0.125159642	0.014048531	0.130268199	-0.144316731		1	0.867076496	0.963222489	0.847646399	0.98556233	0.840463906	0.820411268			0	7.543565515	-2.60070072	-8.306934709	1.084118563	8.572731836	-9.270647332
203301_s_at	466.7	648.1	363	338.3	541.5	365	462.1		462.1			4.6	186	99.1	123.8	79.4	97.1	0			97.1			4.6	186	-99.1	-123.8	79.4	-97.1	0			0.00526376	0.212838998	-0.113399702	-0.141663806	0.090857077	-0.111111111	0		0.994681118	0.717458881	0.863944452	0.824230619	0.894194912	0.867076496	1			4.575533143	133.4473518	-85.61689523	-102.0397507	70.99907599	-84.19312776	0
203302_at	261.2	324.7	177.7	190.1	342.2	191.5	212.5		212.5			48.7	112.2	34.8	22.4	129.7	21	0			34.8			48.7	112.2	-34.8	-22.4	129.7	-21	0			0.155491699	0.358237548	-0.111111111	-0.071519796	0.414112388	-0.067049808	0		0.804165483	0.48761199	0.867076496	0.919005993	0.402171045	0.924580563	1			39.16285902	54.71006531	-30.17426206	-20.58573425	52.16158456	-19.41619182	0
203306_s_at	164.3	179.6	124	129.2	170.4	100.4	122		129.2			35.1	50.4	5.2	0	41.2	28.8	7.2			28.8			35.1	50.4	-5.2	0	41.2	-28.8	-7.2			0.135416667	0.194444444	-0.020061728	0	0.158950617	-0.111111111	-0.027777778		0.833165173	0.745793169	0.979149633	1	0.799087527	0.867076496	0.970722458			29.24409756	37.58797574	-5.091578094	0	32.92240611	-24.97180308	-6.989201697
203307_at	83.7	100.5	92.5	78.8	98.4	68.4	65.3		83.7			0	16.8	8.8	4.9	14.7	15.3	18.4			14.7			0	16.8	8.8	-4.9	14.7	-15.3	-18.4			0	0.126984127	0.066515495	-0.037037037	0.111111111	-0.115646259	-0.139077853		1	0.845088163	0.925242726	0.960322901	0.867076496	0.860857126	0.827939221			0	14.19748114	8.142135987	-4.705582216	12.74602449	-13.17111403	-15.23408166
203310_at	108.2	154.6	88.4	82.8	131.7	68.6	76.9		88.4			19.8	66.2	0	5.6	43.3	19.8	11.5			19.8			19.8	66.2	0	-5.6	43.3	-19.8	-11.5			0.111111111	0.371492705	0	-0.031425365	0.24298541	-0.111111111	-0.064534231		0.867076496	0.467001174	1	0.966662541	0.670262329	0.867076496	0.927690187			17.16811462	30.91547772	0	-5.413310229	29.02235885	-17.16811462	-10.66843715
203312_x_at	238.4	431	265.8	241.4	368.2	215.9	234.7		241.4			3	189.6	24.4	0	126.8	25.5	6.7			24.4			-3	189.6	24.4	0	126.8	-25.5	-6.7			-0.013661202	0.863387978	0.111111111	0	0.577413479	-0.116120219	-0.030510018		0.985970675	0.008852651	0.867076496	1	0.187775106	0.860204182	0.967685901			-2.957912024	1.678462604	21.1566665	0	23.80988348	-21.93520663	-6.483495536
203313_s_at	84.4	54.7	55	36.3	87.6	56.3	59.2		56.3			28.1	1.6	1.3	20	31.3	0	2.9			2.9			28.1	-1.6	-1.3	-20	31.3	0	2.9			1.076628352	-0.061302682	-0.049808429	-0.766283525	1.199233716	0	0.111111111		0	0.931655291	0.945482797	0.039828029	0	1	0.867076496			0	-1.490648465	-1.229127637	-0.796560587	0	0	2.514521838
203314_at	132	177.3	131.1	130.1	121.5	83.8	67.9		130.1			1.9	47.2	1	0	8.6	46.3	62.2			8.6			1.9	47.2	1	0	-8.6	-46.3	-62.2			0.024547804	0.609819121	0.012919897	0	-0.111111111	-0.598191214	-0.803617571		0.974276946	0.153940223	0.986750596	1	0.867076496	0.165697427	0.024637509			1.851126197	7.265978526	0.986750596	0	-7.456857865	-7.671790863	-1.532453065
203316_s_at	1677.9	2323.3	1640.5	1643.3	1954.9	1305.1	1355.1		1643.3			34.6	680	2.8	0	311.6	338.2	288.2			288.2			34.6	680	-2.8	0	311.6	-338.2	-288.2			0.013339502	0.262163621	-0.001079497	0	0.120132624	-0.130387848	-0.111111111		0.986309392	0.639899115	0.998918175	1	0.85465441	0.840294963	0.867076496			34.12630496	435.1313985	-2.79697089	0	266.3103141	-284.1877564	-249.8914461
203317_at	125.2	115.9	78.5	71	98.5	80	86.3		86.3			38.9	29.6	7.8	15.3	12.2	6.3	0			12.2			38.9	29.6	-7.8	-15.3	12.2	-6.3	0			0.35428051	0.269581056	-0.071038251	-0.139344262	0.111111111	-0.057377049	0		0.493797563	0.6281118	0.91960952	0.827557816	0.867076496	0.936426701	1			19.20872519	18.59210928	-7.172954254	-12.66163458	10.57833325	-5.899488214	0
203318_s_at	250.4	275.2	170.1	184.6	205.1	167.6	162.7		184.6			65.8	90.6	14.5	0	20.5	17	21.9			20.5			65.8	90.6	-14.5	0	20.5	-17	-21.9			0.356639566	0.491056911	-0.078590786	0	0.111111111	-0.092140921	-0.118699187		0.49010824	0.293086695	0.910062176	1	0.867076496	0.892509162	0.856641593			32.24912219	26.55365461	-13.19590155	0	17.77506817	-15.17265575	-18.76045089
203319_s_at	120.3	161.8	104.1	122.1	148.8	108.7	94.8		120.3			0	41.5	16.2	1.8	28.5	11.6	25.5			16.2			0	41.5	-16.2	1.8	28.5	-11.6	-25.5			0	0.284636488	-0.111111111	0.012345679	0.195473251	-0.079561043	-0.174897119		1	0.604144548	0.867076496	0.987353276	0.744219749	0.908823155	0.775396771			0	25.07199874	-14.04663923	1.777235896	21.21026286	-10.5423486	-19.77261767
203320_at	83.1	198	102	74.9	118.2	75	74.4		83.1			0	114.9	18.9	8.2	35.1	8.1	8.7			8.7			0	114.9	18.9	-8.2	35.1	-8.1	-8.7			0	1.46743295	0.24137931	-0.104725415	0.448275862	-0.103448276	-0.111111111		1	0	0.672795464	0.875744581	0.352264225	0.877465421	0.867076496			0	0	12.71583427	-7.181105563	12.36447429	-7.107469912	-7.543565515
203321_s_at	134	204.2	117.8	127.2	154.1	101.6	132		132			2	72.2	14.2	4.8	22.1	30.4	0			14.2			2	72.2	-14.2	-4.8	22.1	-30.4	0			0.015649452	0.564945227	-0.111111111	-0.037558685	0.172926448	-0.237871674	0		0.983868462	0.201664798	0.867076496	0.959727885	0.778348259	0.678321465	1			1.967736923	14.56019845	-12.31248624	-4.606693849	17.20149652	-20.62097254	0
203322_at	197.8	250.7	157.4	148.8	240.6	102.4	144.9		157.4			40.4	93.3	0	8.6	83.2	55	12.5			40.4			40.4	93.3	0	-8.6	83.2	-55	-12.5			0.111111111	0.25660066	0	-0.023652365	0.228822882	-0.151265127	-0.034378438		0.867076496	0.648725666	1	0.975255536	0.692533816	0.810339185	0.963340419			35.02989044	60.52610463	0	-8.387197607	57.61881345	-44.56865515	-12.04175524
203327_at	136.8	181.8	96.6	113.5	157.9	118.9	135.2		135.2			1.6	46.6	38.6	21.7	22.7	16.3	0			21.7			1.6	46.6	-38.6	-21.7	22.7	-16.3	0			0.008192524	0.238607271	-0.197644649	-0.111111111	0.116231439	-0.083461342	0		0.991674345	0.67716332	0.740894237	0.867076496	0.86005088	0.903814289	1			1.586678952	31.55581072	-28.59851756	-18.81555996	19.52315499	-14.73217291	0
