"FirstNode"	"SecondNode"	"score"
"323"	202	152	-0.0304157888235378
"324"	202	153	-0.0360040695537718
"325"	202	154	-0.110028386458972
"326"	202	155	-0.114767803881845
"327"	202	156	0.0460105441760035
"328"	202	157	-0.103023450492215
"329"	202	171	0.0272103401727671
"330"	202	172	0.0482273524952631
"331"	202	173	-0.111361101432005
"332"	202	174	-0.069102451472973
"333"	202	175	-0.140851561974535
"334"	202	176	-0.065114441341124
"335"	202	185	-0.129551118460408
"336"	202	186	-0.15705874970856
"337"	202	187	-0.133865984768081
"338"	202	188	-0.13571258688814
"339"	202	189	-0.141280012546761
"340"	202	190	-0.16999781620829
"341"	202	194	0.0904618458656944
"342"	202	207	-0.0817788477107218
"343"	202	208	-0.0652287553658084
"344"	202	209	-0.105772586168293
"345"	202	210	-0.0853629155595172
"346"	202	211	-0.121784166584956
"347"	202	212	-0.0200768176006627
"348"	202	215	0.0903279324943504
"349"	202	217	-0.000697492598893612
"350"	202	227	0.112713425942307
"351"	202	228	-0.0326185053130025
"352"	202	237	0.203708587856506
"353"	202	238	0.163114438538644
"354"	202	239	0.166249725093033
"355"	202	240	0.158924381037243
"356"	202	241	0.137341356180681
"357"	202	246	-0.00306597281475066
"358"	202	259	0.136141964195423
"359"	202	261	0.19666084463857
"360"	202	262	0.0570230970966018
"361"	202	265	0.215485881750956
"362"	202	290	0.124310487202902
"363"	202	298	-0.0284699616419316
"364"	202	299	-0.0464490003753345
"365"	202	309	-0.0843297100956464
"366"	202	311	0.00645697439249435
"367"	202	321	0.0132496511758032
"368"	202	322	-0.0435817752927899
"369"	202	323	-0.0527346171062729
"370"	202	324	-0.119172470071693
"371"	202	325	-0.0810305775493846
"372"	202	328	0.208764667692708
"373"	202	335	-0.0836347478111947
"374"	202	342	-0.0934838180533691
"375"	202	344	-0.142619939646264
"376"	202	347	0.0246108955823229
"377"	202	349	0.249853480291677
"378"	202	355	-0.101129312786508
"379"	202	356	0.0957398849266671
"380"	202	357	0.108915754852698
"381"	202	358	0.038222623079991
"382"	202	359	0.0847125212386831
"383"	202	360	0.0649294100691494
"384"	202	366	-0.104914686616072
"385"	202	390	-0.0968167629546089
"386"	202	391	-0.0588654527164714
"387"	202	392	-0.130302373294637
"388"	202	393	-0.079967484177629
"389"	202	394	-0.0952734537152813
"390"	202	397	-0.0513753534455562
"391"	202	398	-0.0348941652694368
"392"	202	413	0.0553698680965998
"393"	202	414	-0.163767521092585
"394"	202	432	-0.0138322725530907
"395"	202	433	0.0836791095222694
"396"	202	434	0.0267975526782451
"397"	202	435	0.178371598464236
"398"	202	436	0.130402207325896
"399"	202	437	0.0475293608973325
"400"	202	438	-0.0072347012306062
"401"	202	440	0.121187034726805
"402"	202	441	-0.0687010253060131
"403"	202	442	-0.111159188806042
"404"	202	443	-0.0894193483148379
"405"	202	444	0.0135412299117755
"406"	202	445	-0.00876331495750887
"407"	202	446	-0.0662300156606096
"408"	202	447	-0.00294045226404439
"409"	202	449	0.0627787488337791
"410"	202	451	0.144714134388559
"411"	202	453	-0.0297156087165999
"412"	202	454	0.165884876957351
"413"	202	460	0.152960989379452
"414"	202	461	0.158974491366447
"415"	202	462	0.18884560769627
"416"	202	463	0.183408301724779
"417"	202	465	0.0781967540676132
"418"	202	466	0.115451229258422
"419"	202	467	-0.0666591916855405
"420"	202	474	-0.0435607011308394
"421"	202	477	0.090097741980807
"422"	202	485	0.0740038361778445
"423"	202	494	-0.0632480915335596
"424"	202	495	-0.0798752330068117
"425"	202	496	-0.0909064142585093
"426"	202	497	0.0124459139163639
"427"	202	498	0.151947228974072
"428"	202	499	0.125859034974647
"429"	202	500	0.16147540374538
"430"	202	501	0.134943932686852
"431"	202	502	-0.042748596577815
"432"	202	503	0.214849338744965
"433"	202	504	-0.0562814759182166
"434"	202	505	0.151664269051292
"435"	202	506	0.0593068738465051
"436"	202	507	0.196079751897428
"437"	202	508	0.0911701487531429
"438"	202	509	0.0257408244057782
"439"	202	518	0.0510763080316371
"440"	202	519	-0.0483385622021797
"441"	202	521	0.00399604156827439
"442"	202	522	-0.0424383448416292
"443"	202	523	0.318374371163527
"444"	202	526	0.185396811538465
"445"	202	541	0.140189645077074
"446"	202	542	0.114450056718114
"447"	202	546	0.0565655901813528
"448"	202	547	0.160298235862904
"449"	202	548	0.147849595554709
"450"	202	565	0.184720226186323
"451"	202	567	0.158047293970687
"452"	202	568	0.110109682986588
"453"	202	569	0.211057664134495
"454"	202	578	-0.121166149066865
"455"	202	581	-0.0495002418879794
"456"	202	582	-0.0939803090185969
"457"	202	583	-0.0890203447634407
"458"	202	584	-0.0734765954693483
"459"	202	585	-0.0541577042716022
"460"	202	586	-0.0978339222758386
"461"	202	589	0.201082993929052
"462"	202	592	0.337024569197059
"463"	202	593	0.174396896866369
"464"	202	618	-0.131197607963392
"465"	202	619	-0.152957132579483
"466"	202	620	-0.174985584276995
"467"	202	621	-0.0815455560468639
"468"	202	622	-0.133600759952983
"469"	202	623	-0.205593517770521
"470"	202	624	-0.156651336652854
"471"	202	625	-0.105438627056783
"472"	202	626	-0.0849151559939215
"473"	202	627	-0.166843958007411
"474"	202	628	-0.155460584430481
"475"	202	638	-0.0808789868270605
"476"	202	639	0.0784757391071702
"477"	202	640	-0.137349307919764
"478"	202	641	0.0212286672209
"479"	202	642	0.0231126758859187
"480"	202	645	0.111379561175339
"481"	202	652	0.107507576913359
"482"	202	654	0.192496132100998
"483"	202	664	0.10991498458542
"484"	202	668	0.0159632970394721
"485"	202	677	-0.0301096176028164
"486"	202	680	0.233928128841499
"487"	202	708	-0.131515192816736
"488"	202	709	-0.0909878918736826
"489"	202	710	-0.186291748567542
"490"	202	711	-0.105547950472234
"491"	202	712	-0.0600411491109113
"492"	202	713	-0.041742445499883
"493"	202	714	-0.152003870693466
"494"	202	715	0.0121107691435132
"495"	202	721	0.24522843627506
"496"	202	722	0.113535163432731
"497"	202	723	0.118814835831988
"498"	202	725	0.207428968960108
"499"	202	726	0.162440058203504
"500"	202	729	-0.010706559993059
"501"	202	730	0.222765774638771
"502"	202	731	-0.00114598822977577
"503"	202	732	0.119095370569135
"504"	202	734	0.183947772956203
"505"	202	735	0.160693457144678
"506"	202	736	0.157957245916824
"507"	202	737	0.0899288749747755
"508"	202	738	-0.0888853632516984
"509"	202	739	0.0441938617535572
"510"	202	743	0.153427596868286
"511"	202	748	-0.0525324639921667
"512"	202	749	-0.0678719429788849
"513"	202	750	-0.0243915178483561
"514"	202	751	-0.0266136754765418
"515"	202	752	0.120003351128009
"516"	202	761	0.143847375733048
"517"	202	766	0.0123083420770163
"518"	202	767	-0.00210140212901649
"519"	202	768	0.0214353347327596
"520"	202	769	-0.0295438197578825
"521"	202	772	-0.12269293371126
"522"	202	773	-0.0831466131278599
"523"	202	774	-0.0316388952328369
"524"	202	775	-0.0115884994143566
"525"	202	776	-0.0619223985867709
"526"	202	777	-0.0180425481491743
"527"	202	778	0.00224525095615861
"528"	202	795	0.115511625361888
"529"	202	796	0.0939433860634744
"530"	202	797	0.00989466409527914
"531"	202	803	0.126318896020344
"532"	202	808	-0.0341782987499025
"533"	202	809	0.124018936509984
"534"	202	810	0.0943675079214121
"535"	202	818	-0.0358893143586281
"536"	202	819	-0.0172418839904349
"537"	202	829	0.0411344384581149
"538"	202	830	-0.012011203223518
"539"	202	831	-0.0482531259469971
"540"	202	832	0.014904690906684
"541"	202	833	0.0149934518717462
"542"	202	835	-0.0127109892950277
"543"	202	850	-0.0429711836978728
"544"	202	858	0.213785903750067
"545"	202	866	-0.0440238520372436
"546"	202	867	0.0206542523502545
"547"	202	868	-0.0273137225401393
"548"	202	870	0.112301931966911
"549"	202	871	0.132104344167985
"550"	202	875	0.200721969319096
"551"	202	876	0.217435964987452
"552"	202	905	0.212545734489603
"553"	202	907	0.128881196234717
"554"	202	909	0.117065427885533
"555"	202	911	0.149283965891428
"556"	202	926	0.0524830945511659
"557"	202	927	0.306932293762342
"558"	202	929	-0.0735191267969489
"559"	202	930	-0.073211758936115
"560"	202	931	-0.117831110841811
"561"	202	932	-0.140048073239312
"562"	202	933	-0.120366573435289
"563"	202	934	-0.112542612493858
"564"	202	935	-0.0634920016866032
"565"	202	936	-0.0858649777319357
"566"	202	937	-0.0593475470279376
"567"	202	938	-0.0259486544090107
"568"	202	939	-0.0356434005227402
"569"	202	942	0.103959566209231
"570"	202	947	0.0696626430161048
"571"	202	953	0.182908975713783
"572"	202	967	0.149017996287347
"573"	202	968	0.156149088964862
"574"	202	973	-0.124593618076374
"575"	202	984	-0.163073405682647
"576"	202	985	-0.16556962428227
"577"	202	986	-0.16203425069621
"578"	202	987	-0.119575389303428
"579"	202	988	-0.0803789576136287
"580"	202	991	0.0249868433650788
"581"	202	1004	0.0802144127564935
"582"	202	1020	-0.0437724052871336
"583"	202	1029	0.165406626127219
"584"	202	1030	0.187953046815225
"585"	202	1031	0.128984186371257
"586"	202	1032	0.172362764624806
"587"	202	1033	0.14683180472207
"588"	202	1034	0.255600009456714
"589"	202	1035	0.101156393934564
"590"	202	1045	0.203175755023351
"591"	202	1057	-0.082421898166624
"592"	202	1058	-0.0561891051176101
"593"	202	1059	-0.121476420768889
"594"	202	1060	-0.0788482539924876
"595"	202	1061	-0.0957746857542227
"596"	202	1062	-0.0701649737970803
"597"	202	1069	0.0401736448303971
"598"	202	1091	0.178956265121865
"599"	202	1121	0.0776835098959048
"600"	202	1123	0.169911175928722
"601"	202	1124	0.135818286799094
"602"	202	1125	0.119699147352673
"603"	202	1126	0.134226169516097
"604"	202	1128	0.134486782492387
"605"	202	1129	0.114304902776899
"606"	202	1132	0.119474220003649
"607"	202	1140	0.134190774576291
"608"	202	1141	0.217349865781881
"609"	202	1142	0.108202505072243
"610"	202	1147	0.0626012869756945
"611"	202	1150	0.109925991030676
"612"	202	1151	0.123681278871452
"613"	202	1152	0.11479104672936
"614"	202	1153	0.131691292612697
"615"	202	1154	0.254500032964351
"616"	202	1162	0.196098862310631
"617"	202	1163	0.19958381855115
"618"	202	1164	0.183593460083043
"619"	202	1165	0.109374956472203
"620"	202	1176	-0.0929614915688081
"621"	202	1184	0.0538163818109506
"622"	202	1185	0.0588221015851973
"623"	202	1186	0.0895477461353713
"624"	202	1187	0.0669457674555203
"625"	202	1188	0.00856987912330675
"626"	202	1189	0.0472877355511461
"627"	202	1190	0.00198394605948851
"628"	202	1203	0.114772012807092
"629"	202	1204	0.0445775970227335
"630"	202	1205	0.128542004128773
"631"	202	1217	-0.0565546144715852
"632"	202	1227	0.180109966431765
"633"	202	1228	0.261851831564451
"634"	202	1241	-0.0603917038302548
"635"	202	1242	-0.0412672835132755
"636"	202	1243	0.0918588664103883
"637"	202	1244	-0.0179054197318497
"638"	202	1245	0.044530319799865
"639"	202	1247	-0.00940588291426099
"640"	202	1248	-0.12366991727863
"641"	202	1249	-0.148873095653844
"642"	202	1250	-0.218056817496739
"643"	202	1252	-0.0135169212358965
"644"	202	1253	-0.0135531882576924
"645"	202	1254	0.0328317419619285
"646"	202	1255	-0.0105344967484729
"647"	202	1256	-0.0408914093575797
"648"	202	1257	-0.0555268816472756
"649"	202	1273	-0.0351689280831462
"650"	202	1274	-0.121399706889594
"651"	202	1275	-0.0222796684903654
"652"	202	1276	0.125424931881427
"653"	202	1277	0.0698500622790066
"654"	202	1278	0.121468666433075
"655"	202	1289	0.0263832544167314
"656"	202	1290	-0.0193834677131312
"657"	202	1291	-0.0104160575824429
"658"	202	1292	-0.0592468969796967
"659"	202	1293	-0.107652755756612
"660"	202	1294	-0.0723945507932715
"661"	202	1295	0.0643934133882522
"662"	202	1296	0.032246186153114
"663"	202	1297	0.120878009755671
"664"	202	1298	0.148087873605982
"665"	202	1314	0.0403944862088043
"666"	202	1325	0.0346299428901171
"667"	202	1358	-0.00528934859192154
"668"	202	1359	0.0793627559879964
"669"	202	1362	0.0721350644343283
"670"	202	1370	0.0387641799790544
"671"	202	1374	0.154004677575194
"672"	202	1382	-0.0234464807959242
"673"	202	1397	-0.0678713055881567
"674"	202	1416	0.019491355193216
"675"	202	1417	0.087055945784699
"676"	150	148	0.364474910248981
"677"	150	149	0.377082556351129
"678"	156	151	0.152603798586177
"679"	156	152	-0.0079915964379596
"680"	156	153	0.21136841101404
"681"	156	154	0.156230554375079
"682"	156	155	0.147350322543231
"683"	156	157	0.0547729488292679
"684"	156	391	0.071386521346236
"685"	156	392	0.0702403637919464
"686"	156	393	0.0584689391661933
"687"	156	394	0.123811158833161
"688"	160	1156	0.284429678315947
"689"	160	1157	0.341785700175009
"690"	160	1158	0.295537046157761
"691"	160	1159	0.229958898292809
"692"	160	1160	0.281666546211468
"693"	160	1179	0.287654064749318
"694"	160	1180	0.299590274725689
"695"	160	1181	0.253807905459587
"696"	160	1182	0.247273450124496
"697"	169	455	0.24872799698833
"698"	169	456	0.136776281842861
"699"	169	457	0.178164272793946
"700"	169	458	0.220425310064773
"701"	169	459	0.244223428424061
"702"	169	543	0.24381327579729
"703"	169	544	0.245049233515751
"704"	169	545	0.259368785149719
"705"	169	1067	0.0104628556396485
"706"	197	17	-0.176459980822846
"707"	197	90	0.0258068823000915
"708"	197	124	-0.0257663340559709
"709"	197	125	0.0482849192789482
"710"	197	126	-0.0812740344497402
"711"	197	177	-0.191065465090135
"712"	197	180	-0.181664226204198
"713"	197	195	0.437397564535798
"714"	197	196	0.164725682394085
"715"	197	204	-0.167652794601376
"716"	197	205	-0.18513335072314
"717"	197	206	-0.215404297595305
"718"	197	207	-0.141839973417469
"719"	197	208	-0.148096423122797
"720"	197	209	-0.178353409372331
"721"	197	210	-0.152290326324388
"722"	197	268	0.0508396163236296
"723"	197	306	0.24194577594877
"724"	197	307	0.311171710408762
"725"	197	339	0.11858261323259
"726"	197	424	0.0910829377045692
"727"	197	570	0.246298202475227
"728"	197	703	0.150513749224823
"729"	197	705	0.239471610767471
"730"	197	744	-0.0536741862036572
"731"	197	745	-0.143286651897831
"732"	197	746	-0.126235913565794
"733"	197	747	-0.162710139233934
"734"	197	801	-0.200205806752706
"735"	197	802	-0.170394361603853
"736"	197	910	0.211167555366496
"737"	197	911	-0.0203405858690917
"738"	197	974	0.244237740332711
"739"	197	975	-0.0399334165900797
"740"	197	990	0.356213780584025
"741"	197	1040	0.317454928547106
"742"	197	1084	0.112099652132076
"743"	197	1085	0.158825163312198
"744"	197	1101	0.0943727846778
"745"	197	1102	0.315750047226943
"746"	197	1103	0.171661662500814
"747"	197	1148	-0.0874569564888432
"748"	197	1207	0.226189059231631
"749"	197	1231	-0.175280661935429
"750"	197	1262	0.119504217322585
"751"	197	1318	0.0919269100070357
"752"	197	1322	-0.0693048998316079
"753"	197	1332	-0.151386865772887
"754"	197	1350	-0.0268697998535614
"755"	197	1381	0.375354629014981
"756"	197	1383	0.134029696997354
"757"	197	1403	0.204364310289938
"758"	199	201	0.0170092543746529
"759"	199	721	0.112982286008038
"760"	199	722	0.0406446116275055
"761"	199	723	0.0493728261765385
"762"	199	1175	-0.00393571973755934
"763"	207	27	0.216241247991978
"764"	207	204	0.464174021474043
"765"	207	205	0.373219634599708
"766"	207	206	0.229177749457147
"767"	207	401	0.173968001547852
"768"	207	402	0.166755638525291
"769"	207	403	0.156846461689229
"770"	207	404	0.176938089244457
"771"	207	405	0.0925489238934979
"772"	207	406	0.168489983727993
"773"	207	407	0.154737042136894
"774"	207	659	0.207831179372148
"775"	207	869	0.223746987584428
"776"	207	945	-0.210255103968536
"777"	207	1279	0.100597810577081
"778"	207	1320	0.121956254841173
"779"	207	1321	0.299420404535489
"780"	207	1368	-0.0500985190161484
"781"	207	1369	-0.193852309979698
"782"	213	211	0.341898815232206
"783"	213	441	0.400521062215957
"784"	213	442	0.435084084373737
"785"	213	443	0.420790935218831
"786"	214	548	-0.0316915598016785
"787"	214	580	-0.0879548132242105
"788"	219	193	0.430104378356711
"789"	219	218	0.178676552619677
"790"	219	790	0.096344889070053
"791"	219	791	0.128883882863959
"792"	219	792	0.113537063428511
"793"	219	793	0.0889547981079056
"794"	219	794	0.105938161681773
"795"	224	220	0.364688229257847
"796"	224	221	0.271319440518263
"797"	224	222	0.259383388933482
"798"	224	223	0.321821845134602
"799"	224	225	0.242023043266879
"800"	233	234	0.209199326203354
"801"	233	235	0.299812499051711
"802"	233	236	0.281739973806691
"803"	243	160	0.126321432685927
"804"	243	242	0.177349088896701
"805"	243	244	0.108614268989701
"806"	243	245	0.132941983615732
"807"	243	247	0.160448782030734
"808"	243	248	0.13200137094096
"809"	243	249	0.17050193826098
"810"	243	250	0.244002839983706
"811"	243	251	0.306983703410594
"812"	243	252	0.113547032426766
"813"	243	253	0.0713429798300502
"814"	243	254	0.13266105425942
"815"	243	255	0.143336257842652
"816"	243	590	0.0833582054764817
